pass_index,x_cm,y_cm,sample_index,device_time_ms,rssi_dbm
1,100,50,35,110412,-41
1,100,50,36,110512,-42
1,100,50,37,110612,-40
1,100,50,38,110712,-40
1,100,50,39,110812,-42
1,100,50,40,110912,-42
1,100,50,41,111012,-42
1,100,50,42,111112,-41
1,100,50,43,111212,-42
1,100,50,44,111312,-41
1,100,50,45,111412,-41
1,100,50,46,111512,-41
1,100,50,47,111612,-42
1,100,50,48,111712,-41
1,100,50,49,111812,-42
1,50,50,0,122784,-55
1,50,50,1,122884,-54
1,50,50,2,122984,-53
1,50,50,3,123084,-51
1,50,50,4,123184,-46
1,50,50,5,123284,-46
1,50,50,6,123384,-51
1,50,50,7,123484,-50
1,50,50,8,123584,-50
1,50,50,9,123684,-50
1,50,50,10,123784,-49
1,50,50,11,123884,-47
1,50,50,12,123984,-49
1,50,50,13,124084,-48
1,50,50,14,124184,-47
1,50,50,15,124284,-48
1,50,50,16,124384,-47
1,50,50,17,124484,-48
1,50,50,18,124584,-48
1,50,50,19,124684,-48
1,50,50,20,124784,-47
1,50,50,21,124884,-48
1,50,50,22,124984,-48
1,50,50,23,125084,-48
1,50,50,24,125184,-48
1,50,50,25,125284,-48
1,50,50,26,125384,-48
1,50,50,27,125484,-48
1,50,50,28,125584,-48
1,50,50,29,125684,-48
1,50,50,30,125784,-47
1,50,50,31,125884,-48
1,50,50,32,125984,-47
1,50,50,33,126084,-48
1,50,50,34,126184,-46
1,50,50,35,126284,-47
1,50,50,36,126384,-47
1,50,50,37,126484,-47
1,50,50,38,126584,-47
1,50,50,39,126684,-47
1,50,50,40,126784,-47
1,50,50,41,126884,-49
1,50,50,42,126984,-47
1,50,50,43,127084,-47
1,50,50,44,127184,-47
1,50,50,45,127284,-47
1,50,50,46,127384,-49
1,50,50,47,127484,-47
1,50,50,48,127584,-47
1,50,50,49,127684,-47
1,0,50,0,138456,-37
1,0,50,1,138556,-40
1,0,50,2,138656,-40
1,0,50,3,138756,-38
1,0,50,4,138856,-38
1,0,50,5,138956,-39
1,0,50,6,139056,-38
1,0,50,7,139156,-39
1,0,50,8,139256,-39
1,0,50,9,139356,-38
1,0,50,10,139456,-40
1,0,50,11,139556,-39
1,0,50,12,139656,-39
1,0,50,13,139756,-39
1,0,50,14,139856,-39
1,0,50,15,139956,-38
1,0,50,16,140056,-39
1,0,50,17,140156,-39
1,0,50,18,140256,-39
1,0,50,19,140356,-38
1,0,50,20,140456,-39
1,0,50,21,140556,-39
1,0,50,22,140656,-38
1,0,50,23,140756,-38
1,0,50,24,140856,-37
1,0,50,25,140956,-37
1,0,50,26,141056,-37
1,0,50,27,141156,-37
1,0,50,28,141256,-36
1,0,50,29,141356,-36
1,0,50,30,141456,-36
1,0,50,31,141556,-37
1,0,50,32,141656,-36
1,0,50,33,141756,-37
1,0,50,34,141856,-38
1,0,50,35,141956,-35
1,0,50,36,142056,-36
1,0,50,37,142156,-38
1,0,50,38,142256,-36
1,0,50,39,142356,-38
1,0,50,40,142456,-36
1,0,50,41,142556,-39
1,0,50,42,142656,-38
1,0,50,43,142756,-39
1,0,50,44,142856,-39
1,0,50,45,142956,-39
1,0,50,46,143056,-38
1,0,50,47,143156,-40
1,0,50,48,143256,-39
1,0,50,49,143356,-38
1,0,100,0,174650,-47
1,0,100,1,174750,-48
1,0,100,2,174850,-48
1,0,100,3,174950,-50
1,0,100,4,175050,-50
1,0,100,5,175150,-54
1,0,100,6,175250,-54
1,0,100,7,175350,-54
1,0,100,8,175450,-53
1,0,100,9,175550,-52
1,0,100,10,175650,-50
1,0,100,11,175750,-48
1,0,100,12,175850,-50
1,0,100,13,175950,-50
1,0,100,14,176050,-51
1,0,100,15,176150,-49
1,0,100,16,176250,-50
1,0,100,17,176350,-48
1,0,100,18,176450,-48
1,0,100,19,176550,-48
1,0,100,20,176650,-48
1,0,100,21,176750,-47
1,0,100,22,176850,-46
1,0,100,23,176950,-46
1,0,100,24,177050,-46
1,0,100,25,177150,-47
1,0,100,26,177250,-48
1,0,100,27,177350,-47
1,0,100,28,177450,-45
1,0,100,29,177550,-43
1,0,100,30,177650,-39
1,0,100,31,177750,-42
1,0,100,32,177850,-41
1,0,100,33,177950,-42
1,0,100,34,178050,-42
1,0,100,35,178150,-43
1,0,100,36,178250,-41
1,0,100,37,178350,-42
1,0,100,38,178450,-43
1,0,100,39,178550,-43
1,0,100,40,178650,-44
1,0,100,41,178750,-43
1,0,100,42,178850,-43
1,0,100,43,178950,-43
1,0,100,44,179050,-44
1,0,100,45,179150,-44
1,0,100,46,179250,-42
1,0,100,47,179350,-44
1,0,100,48,179450,-44
1,0,100,49,179550,-43
1,50,100,0,184836,-50
1,50,100,1,184936,-52
1,50,100,2,185036,-52
1,50,100,3,185136,-49
1,50,100,4,185236,-50
1,50,100,5,185336,-50
1,50,100,6,185436,-48
1,50,100,7,185536,-50
1,50,100,8,185636,-49
1,50,100,9,185736,-49
1,50,100,10,185836,-48
1,50,100,11,185936,-50
1,50,100,12,186036,-50
1,50,100,13,186136,-50
1,50,100,14,186236,-49
1,50,100,15,186336,-48
1,50,100,16,186436,-48
1,50,100,17,186536,-48
1,50,100,18,186636,-48
1,50,100,19,186736,-47
1,50,100,20,186836,-46
1,50,100,21,186936,-47
1,50,100,22,187036,-48
1,50,100,23,187136,-49
1,50,100,24,187236,-49
1,50,100,25,187336,-49
1,50,100,26,187436,-47
1,50,100,27,187536,-47
1,50,100,28,187636,-49
1,50,100,29,187736,-50
1,50,100,30,187836,-48
1,50,100,31,187936,-49
1,50,100,32,188036,-49
1,50,100,33,188136,-47
1,50,100,34,188236,-48
1,50,100,35,188336,-48
1,50,100,36,188436,-47
1,50,100,37,188536,-50
1,50,100,38,188636,-49
1,50,100,39,188736,-47
1,50,100,40,188836,-47
1,50,100,41,188936,-46
1,50,100,42,189036,-45
1,50,100,43,189136,-49
1,50,100,44,189236,-47
1,50,100,45,189336,-48
1,50,100,46,189436,-48
1,50,100,47,189536,-47
1,50,100,48,189636,-50
1,50,100,49,189736,-48
1,100,100,0,192739,-55
1,100,100,1,192839,-56
1,100,100,2,192939,-56
1,100,100,3,193039,-55
1,100,100,4,193139,-54
1,100,100,5,193239,-54
1,100,100,6,193339,-53
1,100,100,7,193439,-52
1,100,100,8,193539,-55
1,100,100,9,193639,-53
1,100,100,10,193739,-54
1,100,100,11,193839,-55
1,100,100,12,193939,-54
1,100,100,13,194039,-54
1,100,100,14,194139,-56
1,100,100,15,194239,-56
1,100,100,16,194339,-56
1,100,100,17,194439,-58
1,100,100,18,194539,-59
1,100,100,19,194639,-56
1,100,100,20,194739,-57
1,100,100,21,194839,-56
1,100,100,22,194939,-56
1,100,100,23,195039,-57
1,100,100,24,195139,-56
1,100,100,25,195239,-57
1,100,100,26,195339,-58
1,100,100,27,195439,-57
1,100,100,28,195539,-56
1,100,100,29,195639,-56
1,100,100,30,195739,-57
1,100,100,31,195839,-57
1,100,100,32,195939,-58
1,100,100,33,196039,-58
1,100,100,34,196139,-58
1,100,100,35,196239,-59
1,100,100,36,196339,-59
1,100,100,37,196439,-58
1,100,100,38,196539,-58
1,100,100,39,196639,-59
1,100,100,40,196739,-58
1,100,100,41,196839,-60
1,100,100,42,196939,-58
1,100,100,43,197039,-58
1,100,100,44,197139,-56
1,100,100,45,197239,-55
1,100,100,46,197339,-55
1,100,100,47,197439,-55
1,100,100,48,197539,-56
1,100,100,49,197639,-57
